"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"St. Thomas's Hospital","crimeLocation","51.50853","-0.12574","1"
"St. Thomas's, Southwark","crimeLocation","51.5","-0.08333","1"
"St. Thomas's, near the hospital , on the other side of the water","crimeLocation","","","2"
"St. Thomas's-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"St. Thomas-the-Apostle","crimeLocation","51.467458","-0.053868","1"
"St. Vedaft alias Foster","defendantHome","51.50853","-0.12574","1"
"St. Vedas, alias Foster-Lane","defendantHome","51.50853","-0.12574","2"
"St. Vedast Foster","defendantHome","51.50853","-0.12574","2"
"St. Vedast Foster, London","defendantHome","51.50853","-0.12574","2"
"St. Vedast Foster-Lane","defendantHome","","","1"
"St. Vedast Foster-lane","crimeLocation","51.50853","-0.12574","2"
"St. Vedast alias Foster","defendantHome","51.50853","-0.12574","1"
"St. Vedast, Foster lane","defendantHome","51.50853","-0.12574","2"
"St.Andrew's Holbourn","defendantHome","51.50853","-0.12574","1"
"St.Andrews Holbourn","defendantHome","51.50853","-0.12574","2"
"St.Bennet Gracechruch","defendantHome","51.50853","-0.12574","2"
"St.Bernard Pauls Wharf","defendantHome","51.50853","-0.12574","1"
"St.Botolph Aldgate","defendantHome","51.51342","-0.0771","1"
"St.Botolph's Billingsgate","defendantHome","51.50853","-0.12574","2"
"St.Dunstan's in the West","defendantHome","51.50853","-0.12574","3"
"St.Ethelburg, in the Ward of Bishopsgate","defendantHome","51.51635","-0.08144","1"
"St.George's Hanover-Square","defendantHome","51.50853","-0.12574","1"
"St.Giles Cripplegate","defendantHome","51.50853","-0.12574","2"
"St.Jame's Westminster","defendantHome","51.507191","-0.132358","2"
"St.Leonard Jury","defendantHome","51.50853","-0.12574","1"
"St.Leonard Shoreditch","defendantHome","51.526858","-0.077162","1"
"St.Magnus the Martyr","defendantHome","51.50853","-0.12574","1"
"St.Martins in the Fields","defendantHome","51.50853","-0.12574","1"
"St.Michael in Cornhill","defendantHome","51.51336","-0.08597","1"
"St174409120016 Giles's Cripplegate","defendantHome","51.50853","-0.12574","2"
"St:Giles Cripplegate","defendantHome","51.50853","-0.12574","2"
"Stable-Yard, Southampton-Row, Bloomsbury","crimeLocation","51.52228","-0.12252","2"
"Stable-yard, in St. James' Park","crimeLocation","51.50323","-0.13392","2"
"Stafford's-row, Pimlico","crimeLocation","51.48897","-0.13699","2"
"Stafford-street","crimeLocation","51.508645","-0.141495","5"
"Stafford-street, Bond-street","crimeLocation","51.50853","-0.12574","1"
"Staines","crimeLocation","51.424781","-0.405393","6"
"Staines Moor","crimeLocation","51.50853","-0.12574","1"
"Stamford Brook","crimeLocation","51.49493","-0.245689","3"
"Stamford-Hill","crimeLocation","51.570709","-0.06904","2"
"Stamford-hill","crimeLocation","","","10"
"Stamfordgrove","crimeLocation","51.50853","-0.12574","1"
"Standgate, Lambeth","crimeLocation","51.49635","-0.11152","1"
"Stangate, a little on this side Lambeth","crimeLocation","51.49635","-0.11152","1"
"Stanhope-gate","crimeLocation","51.506542","-0.151809","1"
"Stanhope-street","crimeLocation","51.527616","-0.140821","3"
"Stanhope-street, Clare market","crimeLocation","51.50853","-0.12574","1"
"Stanhope-street, Clare-market","crimeLocation","51.50853","-0.12574","2"
"Stanmore","crimeLocation","51.617421","-0.309511","17"
"Stanmore","defendantHome","51.617421","-0.309511","5"
"Stanwell","crimeLocation","51.483581","-0.492747","9"
"Stanwell","defendantHome","51.483581","-0.492747","2"
"Stanwell-park","crimeLocation","51.50853","-0.12574","1"
"Staples' Inn","crimeLocation","51.50853","-0.12574","1"
"Staples-Inn","crimeLocation","51.50853","-0.12574","2"
"Star Alley, Benchurch Street","crimeLocation","51.50853","-0.12574","1"
"Star Inn","crimeLocation","51.480832","0.078975","1"
"Star Tavern in White-Fryers","crimeLocation","51.50853","-0.12574","1"
"Star and Garter at Islington","crimeLocation","51.53622","-0.10304","1"
"Star and Garter, Pall Mall","crimeLocation","51.50853","-0.12574","2"
"Star public-house in Wentworth-street","crimeLocation","51.50853","-0.12574","1"
"Star, public-house at the corner of Skinner-street","crimeLocation","51.50853","-0.12574","1"
"Star, public-house, in Whitechapel","crimeLocation","51.51382","-0.06583","2"
"Star-alley in Fen-church street","crimeLocation","51.50853","-0.12574","1"
"Star-court","crimeLocation","51.50853","-0.12574","5"
"Star-court, Bread-street","crimeLocation","51.51342","-0.09487","1"
"Star-court, Little Compton-street","crimeLocation","51.50853","-0.12574","2"
"Star-street","crimeLocation","51.516979","-0.171231","1"
"Star-street, Shadwell","crimeLocation","51.51135","-0.05663","4"
"Starr-street, Edgware-road","crimeLocation","51.50853","-0.12574","1"
"Starr-street, Paddington","crimeLocation","51.51558","-0.1763","1"
"Start coffee-house, Bow-street, Covent-garden","crimeLocation","51.51424","-0.12471","1"
"Stationer's-court, Ludgate-hill","crimeLocation","51.51397","-0.10236","1"
"Stationers'-court","crimeLocation","51.50853","-0.12574","1"
"Steel yard","crimeLocation","51.50853","-0.12574","1"
"Steel-Yard","crimeLocation","51.50853","-0.12574","1"
"Steel-yard","crimeLocation","","","1"
"Steel-yard, Thames-street","crimeLocation","51.50853","-0.12574","1"
"Steel-yard-wharf","crimeLocation","51.50853","-0.12574","1"
"Steers'-court, Barbican","crimeLocation","51.51988","-0.09446","1"
"Stepney","crimeLocation","51.517402","-0.046219","39"
"Stepney","crimeLocation","51.5175","-0.04292","39"
"Stepney","defendantHome","51.517402","-0.046219","140"
"Stepney","defendantHome","51.5175","-0.04292","140"
"Stepney Church","crimeLocation","51.50853","-0.12574","3"
"Stepney Fair","crimeLocation","","","2"
"Stepney Fields","crimeLocation","","","1"
"Stepney Green","crimeLocation","51.519309","-0.047394","2"
"Stepney Parish","crimeLocation","51.50853","-0.12574","1"
"Stepney church-yard","crimeLocation","51.50853","-0.12574","2"
"Stepney fair","crimeLocation","51.50853","-0.12574","4"
"Stepney fields","crimeLocation","51.50853","-0.12574","1"
"Stepney, at the Dolphin and Crown","crimeLocation","51.50853","-0.12574","1"
"Stepney-fair","crimeLocation","51.50853","-0.12574","3"
"Stepney-fields","crimeLocation","51.50853","-0.12574","1"
"Stepney-green","crimeLocation","51.517893","-0.043727","9"
"Steven-street, in the parish of St. Pancras","crimeLocation","51.53333","-0.13333","1"
"Stewart's-rents, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Still Alley, Houndsditch","crimeLocation","51.50853","-0.12574","1"
"Still-alley in Houndsditch","crimeLocation","51.50853","-0.12574","1"
"Stingo-yard","crimeLocation","51.50853","-0.12574","2"
"Stock Exchange Coffee-house","crimeLocation","51.50853","-0.12574","1"
"Stock's Market","crimeLocation","51.50853","-0.12574","2"
"Stock-exchange","crimeLocation","51.520829","-0.084518","1"
"Stockbridge-terrace, Pimlico","crimeLocation","51.48897","-0.13699","1"
"Stocks Market","crimeLocation","51.50853","-0.12574","2"
"Stocks-Market","crimeLocation","51.50853","-0.12574","2"
"Stoke Newington","crimeLocation","51.557697","-0.077282","19"
"Stoke Newington","defendantHome","51.557697","-0.077282","9"
"Stoke-Newington","crimeLocation","51.557697","-0.077282","2"
"Stone Stairs","crimeLocation","51.509768","-0.043929","1"
"Stone pipe company's wharf, Paddington","crimeLocation","51.51558","-0.1763","2"
"Stone-Cutters Alley","crimeLocation","51.50853","-0.12574","1"
"Stone-cutter street, Pal-mall","crimeLocation","51.50853","-0.12574","2"
"Stone-cutter-alley, Gate-street, Lincoln's Inn Fields","crimeLocation","51.50853","-0.12574","1"
"Stone-stairs, by Ratcliffe-cross","crimeLocation","51.50853","-0.12574","1"
"Stonecutter's-alley","crimeLocation","51.50853","-0.12574","1"
"Stonecutter-street","crimeLocation","51.50853","-0.12574","2"
"Stonecutter-street, Fleet-market","crimeLocation","51.50853","-0.12574","1"
"Stonecutters-Alley","crimeLocation","","","2"
"Stonecutters-alley","crimeLocation","51.50853","-0.12574","2"
"Stonefield-street, Islington","crimeLocation","51.538698","-0.108067","2"
"Stoney Lane","crimeLocation","51.417976","-0.080793","1"
"Stoney-lane, Hounsditch","crimeLocation","51.50853","-0.12574","2"
"Stony-lane","crimeLocation","51.50853","-0.12574","3"
"Store-street, Bedford-square","crimeLocation","51.50853","-0.12574","2"
"Store-street, Tottenham-court-road","crimeLocation","51.51659","-0.13083","1"
"Storehouse-yard","crimeLocation","51.50853","-0.12574","2"
"Stower-street, Bedford-square","crimeLocation","51.50853","-0.12574","1"
"Strand","crimeLocation","51.508834","-0.125093","111"
"Strand","defendantHome","51.508834","-0.125093","2"
"Strand bridge","crimeLocation","51.50853","-0.12574","1"
"Strand, between the New Church and Clement's-lane","crimeLocation","51.51175","-0.08677","1"
"Strand, from Exeter Change","crimeLocation","51.50853","-0.12574","1"
"Strand, in the parish of St. Clements Danes","crimeLocation","51.50853","-0.12574","1"
"Strand, in the parish of St. Martin in the Fields","crimeLocation","51.50853","-0.12574","1"
"Strand, near Round-court","crimeLocation","51.50741","-0.127319","1"
"Strand, near the end of Norfolk-street","crimeLocation","51.50741","-0.127319","1"
"Strand, opposite Hungerford-market","crimeLocation","51.50853","-0.12574","1"
"Strand, the corner of Southampton-street","crimeLocation","51.50853","-0.12574","1"
"Strand-lane","crimeLocation","51.510987","-0.115287","1"
"Stratford","crimeLocation","51.541312","-0.003214","7"
"Stratford coffee-house, Oxford-street","crimeLocation","51.51475","-0.14608","3"
"Stratford in Essex","crimeLocation","51.50853","-0.12574","3"
"Stratford le Bow","crimeLocation","51.530985","-0.012236","1"
"Stratford le Bow","defendantHome","51.530985","-0.012236","4"
"Stratford, in Essex","crimeLocation","51.50853","-0.12574","2"
"Stratford-Bow","defendantHome","51.530985","-0.012236","2"
"Stratford-place","crimeLocation","51.514519","-0.149142","1"
"Stratton-mews, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Stratton-street","crimeLocation","51.507779","-0.14424","1"
"Streaton Street","crimeLocation","51.50853","-0.12574","1"
"Stretham in Surry","crimeLocation","51.50853","-0.12574","1"
"Stretton street, Piccadilly, St. George's","crimeLocation","51.50853","-0.12574","1"
"Stretton-ground, Westminster","crimeLocation","51.5","-0.11667","2"
"Strong Man, public-house, Lower East Smithfield","crimeLocation","51.50853","-0.12574","2"
"Stroud-green, Islington","crimeLocation","51.53622","-0.10304","2"
"Strutton Ground","crimeLocation","51.497735","-0.133987","2"
"Strutton-ground","crimeLocation","51.497286","-0.133842","2"
"Strutton-ground, Westminster","crimeLocation","51.497735","-0.133987","5"
"Strutton-yard","crimeLocation","51.50853","-0.12574","1"
"Sudbury","crimeLocation","51.514359","0.063993","5"
"Sudbury-green","crimeLocation","51.50853","-0.12574","1"
"Suffolk Mews","crimeLocation","51.50853","-0.12574","1"
"Suffolk-place, Lower-road, Islington","crimeLocation","51.53622","-0.10304","2"
"Suffolk-street","crimeLocation","51.55114","0.021231","4"
"Suffolk-street, Battle-bridge","crimeLocation","51.50853","-0.12574","2"
"Suffolk-street, Charing-cross","crimeLocation","51.50848","-0.12493","1"
"Suffolk-street, Stepney","crimeLocation","51.5175","-0.04292","1"
"Sugar Loaf-court, Dorset-street, Fleet-street","crimeLocation","51.50853","-0.12574","2"
"Sugar-Loaf","crimeLocation","51.528882","-0.052295","1"
"Sugar-Loaf in Virginia-Street","crimeLocation","51.50853","-0.12574","2"
"Sugar-loaf court, Bethnal-green","crimeLocation","51.52718","-0.06109","1"
"Sugerloaf-Court, in Bishopsgate-Street","crimeLocation","51.50853","-0.12574","1"
"Sumer's key","crimeLocation","51.50853","-0.12574","2"
"Summer's quay, the India wharf","crimeLocation","51.50853","-0.12574","2"
"Summer's-key","crimeLocation","51.50853","-0.12574","1"
"Summer's-key near Billingsgate","crimeLocation","","","1"
"Summer-street","crimeLocation","51.50853","-0.12574","1"
"Summers Key","crimeLocation","51.50853","-0.12574","1"
"Summers's Key","crimeLocation","51.50853","-0.12574","1"
"Summers-street, near Cold Bath Fields","crimeLocation","51.507265","-0.127833","2"
"Sun Tavern","crimeLocation","51.514026","-0.122637","1"
"Sun Tavern Fields","crimeLocation","51.50853","-0.12574","1"
"Sun Tavern at Shadwell","crimeLocation","51.51135","-0.05663","1"
"Sun Tavern, in Clare-Market","crimeLocation","51.50853","-0.12574","2"
"Sun Tavern-Fields","crimeLocation","51.50853","-0.12574","1"
"Sun and Bull in Oxford Road","crimeLocation","51.50853","-0.12574","1"
"Sun and Sword in Cable-street","crimeLocation","51.50853","-0.12574","1"
"Sun public house in Newman-street","crimeLocation","51.50853","-0.12574","2"
"Sun public-house, Slater-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Sun public-house, in East Smithfield","crimeLocation","51.50853","-0.12574","1"
"Sun, public-house, Grosvenor-street","crimeLocation","51.50853","-0.12574","2"
"Sun-Tavern in Holbourn","crimeLocation","51.50853","-0.12574","2"
"Sun-alehouse, in Devereux-court","crimeLocation","51.50853","-0.12574","1"
"Sun-court","crimeLocation","51.465316","0.186314","1"
"Sun-place, Limehouse","crimeLocation","51.51412","-0.03282","1"
"Sun-square","crimeLocation","51.473212","-0.247512","2"
"Sun-street","crimeLocation","51.520366","-0.085683","7"
"Sun-street, Bishopsgate","crimeLocation","51.51635","-0.08144","6"
"Sun-street, Bishopsgate-street","crimeLocation","51.50853","-0.12574","1"
"Sun-street, No. 7","crimeLocation","51.520366","-0.085683","1"
"Sun-street, Vinegar-yard, Old-street-road","crimeLocation","51.50853","-0.12574","1"
"Sun-street. St. Botolph without, Bishopsgate","crimeLocation","51.51676","-0.08164","1"
"Sun-tavern-fields","crimeLocation","51.50853","-0.12574","1"
"Sun-yard","crimeLocation","51.50853","-0.12574","5"
"Sun-yard, East Smithfield","crimeLocation","51.50853","-0.12574","1"
"Sun-yard, Lower East Smithfield","crimeLocation","51.50853","-0.12574","1"
"Sun-yard, Nightingale-lane, in the parish of St. Botolph, Aldgate","crimeLocation","51.51342","-0.0771","1"
"Sunbury","crimeLocation","51.567352","-0.15705","2"
"Sunbury","defendantHome","51.567352","-0.15705","1"
"Sunbury, in Middlesex","crimeLocation","51.50853","-0.12574","2"
"Surry-street in the Strand","crimeLocation","51.50853","-0.12574","3"
"Surry-street, Strand","crimeLocation","51.50853","-0.12574","1"
"Surry-street, in the Strand","crimeLocation","51.50853","-0.12574","2"
"Sussex-place, Regent's-park","crimeLocation","51.50853","-0.12574","3"
"Sussex-street","crimeLocation","51.489297","-0.14326","1"
"Sussex-terrace, Kentish-town","crimeLocation","51.55168","-0.14125","1"
"Sutton-street","crimeLocation","51.512456","-0.053575","2"
"Sutton-street, Commercial-road","crimeLocation","51.50853","-0.12574","1"
"Sutton-street, Soho","crimeLocation","51.5144","-0.13535","4"
"Swallow-Street","crimeLocation","51.516737","0.05191","3"
"Swallow-street","crimeLocation","","","14"
"Swallow-street, Bethnalgreen","crimeLocation","51.50853","-0.12574","2"
"Swallow-street, Oxford-road","crimeLocation","51.50853","-0.12574","1"
"Swallow-street, Piccadilly","crimeLocation","51.50853","-0.12574","1"
"Swan Alley London Wall","crimeLocation","51.50853","-0.12574","2"
"Swan Alley in Coleman-Street","crimeLocation","51.51601","-0.08983","1"
"Swan Yard, White Chapel","crimeLocation","51.50853","-0.12574","2"
"Swan and Two Necks Inn, in Lad-lane","crimeLocation","51.50853","-0.12574","1"
"Swan and Two Necks, Lad Lane","crimeLocation","51.50853","-0.12574","1"
"Swan inn at Bayswater","crimeLocation","51.51116","-0.18426","1"
"Swan with Two Necks, Lad lane","crimeLocation","51.50853","-0.12574","1"
"Swan with Two Necks, Lad-lane","crimeLocation","51.50853","-0.12574","3"
"Swan yard, Newgate-street","crimeLocation","51.50853","-0.12574","2"
"Swan's, in Nettleton-court, Aldersgate-street","crimeLocation","51.51859","-0.09705","1"
"Swan-Alley","crimeLocation","51.50853","-0.12574","2"
"Swan-Tavern","crimeLocation","51.50853","-0.12574","1"
"Swan-Yard, Newgate Street","crimeLocation","51.50853","-0.12574","2"
"Swan-alley, Coleman-street, at the Coach and Horses, a publick house","crimeLocation","51.507265","-0.127833","2"
"Swan-alley, St. John-street","crimeLocation","51.50853","-0.12574","2"
"Swan-alley, near the London Docks","crimeLocation","51.507265","-0.127833","1"
"Swan-place, Plummer-street, City-road","crimeLocation","51.50853","-0.12574","2"
"Swan-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Swan-street, Minories","crimeLocation","51.50853","-0.12574","1"
"Swan-street, Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Swan-yard","crimeLocation","51.545492","-0.103954","5"
"Swan-yard, Smithfield","crimeLocation","51.50853","-0.12574","1"
"Sweeden-passage, Moor-lane, Cripplegate","crimeLocation","51.50853","-0.12574","1"
"Sweet-Apple court, Bishopsgate-street","crimeLocation","51.50853","-0.12574","2"
"Sweeting's-alley","crimeLocation","51.50853","-0.12574","4"
"Sweeting's-alley, Cornhill","crimeLocation","51.51336","-0.08597","1"
"Sweeting's-alley, Royal-Exchange","crimeLocation","51.50853","-0.12574","2"
"Sweeting's-passage, Moor-lane","crimeLocation","51.50853","-0.12574","1"
"Sweetings-alley, Cornhill","crimeLocation","51.51336","-0.08597","1"
"Swinton-place","crimeLocation","51.528528","-0.117358","1"
"Swithen's-alley","crimeLocation","51.50853","-0.12574","1"
"Swithen's-lane","crimeLocation","51.50853","-0.12574","1"
"Swithin's-Alley","crimeLocation","51.50853","-0.12574","1"
"Swithin's-lane","crimeLocation","51.50853","-0.12574","1"
"Sword-bearer's Alley, Chiswell-street","crimeLocation","51.52077","-0.09011","1"
"Sydenham-common","crimeLocation","51.50853","-0.12574","1"
"Sydney's-alley","crimeLocation","51.50853","-0.12574","2"
"Sydney's-alley, at the end of Coventry-street","crimeLocation","51.50853","-0.12574","1"
"Syer's-buildings, Mill-wall, Poplar","crimeLocation","51.51113","-0.01565","2"
"Symond's-inn","crimeLocation","51.50853","-0.12574","1"
"Tabernacle Walk","crimeLocation","51.50853","-0.12574","2"
"Tabernacle Walk, Moorfields","crimeLocation","51.50853","-0.12574","2"
"Tabernacle row, in St. Loke's parish","crimeLocation","51.50853","-0.12574","1"
"Tabernacle walk, near Finsbury-square, Moorfields","crimeLocation","54.816667","-6.15","1"
"Tabernacle-row, in the City Road","crimeLocation","51.50853","-0.12574","2"
"Tabernacle-square","crimeLocation","51.50853","-0.12574","2"
"Tabernacle-walk","crimeLocation","51.50853","-0.12574","7"
"Tabernacle-walk, City-road","crimeLocation","51.50853","-0.12574","1"
"Tabernacle-walk, Shoreditch","crimeLocation","51.52509","-0.07695","2"
"Tabernacle-walk, St. Luke's","crimeLocation","51.50853","-0.12574","1"
"Tabernacle-walk, Tabernacle-square","crimeLocation","51.50853","-0.12574","1"
"Talbot in the Strand","crimeLocation","51.50853","-0.12574","1"
"Talbot-inn","crimeLocation","51.50853","-0.12574","1"
"Tallow Chandler's Arms, in St. James-street","crimeLocation","51.50853","-0.12574","1"
"Tanner's End","crimeLocation","51.615981","-0.076334","1"
"Tap at the Old Catherine Wheel Inn, in Bishopsgate-street","crimeLocation","51.50853","-0.12574","2"
"Tash-street","crimeLocation","51.50853","-0.12574","2"
"Tash-street, Gray's-inn-lane","crimeLocation","51.50853","-0.12574","1"
"Tavern in Bishopsgate-street","crimeLocation","51.50853","-0.12574","2"
"Tavistock square","crimeLocation","51.524361","-0.12862","1"
"Tavistock-hotel, Covent-garden","crimeLocation","51.51424","-0.12471","2"
"Tavistock-mews","crimeLocation","51.517026","-0.2063","2"
"Tavistock-place","crimeLocation","51.526335","-0.122846","1"
"Tavistock-place, Covent-garden","crimeLocation","51.51424","-0.12471","1"
"Tavistock-row, Covent Garden","crimeLocation","51.51424","-0.12471","1"
"Tavistock-row, Covent-garden","crimeLocation","51.51424","-0.12471","1"
"Tavistock-square","crimeLocation","51.524361","-0.12862","3"
"Tavistock-street","crimeLocation","51.512371","-0.119919","5"
"Tavistock-street, Bedford-square","crimeLocation","51.50853","-0.12574","1"
"Tavistock-street, Covent-garden","crimeLocation","51.512371","-0.119919","5"
"Tavistock-street, St. Paul, Covent-garden","crimeLocation","51.51424","-0.12471","1"
"Taylor's-buildings, St. Martin's-lane","crimeLocation","51.50853","-0.12574","1"
"Taylor-street, Carnaby-market","crimeLocation","51.50853","-0.12574","2"
"Tebbet's-field","crimeLocation","51.50853","-0.12574","1"
"Teddington","crimeLocation","51.427784","-0.333653","8"
"Teddington Common","crimeLocation","51.50853","-0.12574","2"
"Teignmouth Castle, public-house","crimeLocation","51.50853","-0.12574","2"
"Temple","crimeLocation","51.511024","-0.114048","5"
"Temple Bar","crimeLocation","","","7"
"Temple bar","crimeLocation","51.512738","-0.113553","2"
"Temple-Bar","crimeLocation","51.513661","-0.111968","8"
"Temple-Mews","crimeLocation","51.50853","-0.12574","1"
"Temple-bar","crimeLocation","","","29"
"Temple-bar, in the Strand","crimeLocation","51.50853","-0.12574","1"
"Temple-cloisters","crimeLocation","51.50853","-0.12574","2"
"Temple-lane","crimeLocation","51.50853","-0.12574","3"
"Ten Bells Court","crimeLocation","51.50853","-0.12574","2"
"Tender, off the Tower","crimeLocation","51.50823","-0.0763","2"
"Tennis-court, Middle-row, Holborn","crimeLocation","51.51753","-0.12045","2"
"Tenter-alley, Little Moorfields","crimeLocation","51.50853","-0.12574","1"
"Tenter-buildings, Whitecross-street","crimeLocation","51.50853","-0.12574","1"
"Tenter-street, Moorfields","crimeLocation","51.50853","-0.12574","1"
"Tetsworth","crimeLocation","51.50853","-0.12574","1"
"Thames","crimeLocation","51.473755","-0.160224","4"
"Thames Ditton","crimeLocation","51.392202","-0.310939","1"
"Thames Street","crimeLocation","","","3"
"Thames street","crimeLocation","51.412734","-0.361368","3"
"Thames-Street","crimeLocation","51.413233","-0.364263","1"
"Thames-bank, in the parish of St. George's, Hanover-square","crimeLocation","51.50853","-0.12574","1"
"Thames-street","crimeLocation","","","50"
"Thames-street, opposite St. Dunstan's-hill","crimeLocation","51.50853","-0.12574","1"
"Thatched House, Field-lane","crimeLocation","51.50853","-0.12574","1"
"Thatched-Alley","crimeLocation","51.50853","-0.12574","2"
"Thatched-place, Camden-town","crimeLocation","51.54057","-0.14334","2"
"Thavies Inn, Holborn","crimeLocation","51.51753","-0.12045","1"
"Thayer-street, Manchester-square","crimeLocation","51.50853","-0.12574","1"
"The Happy Return, near King James's-Stairs","crimeLocation","","","1"
"The Tayloe","crimeLocation","51.50853","-0.12574","1"
"Theobald's-Row","crimeLocation","51.519629","-0.121762","1"
"Theobald's-road","crimeLocation","51.519182","-0.120759","2"
"Theobalds-road","crimeLocation","51.519182","-0.120759","2"
"Thieving-lane","crimeLocation","51.50853","-0.12574","1"
"Thieving-lane, Westminster","crimeLocation","51.5","-0.11667","2"
"Thistle and Crown, Charing Cross","crimeLocation","51.50848","-0.12493","2"
"Thistle-grove, Fulham-road","crimeLocation","51.50853","-0.12574","2"
"Thistleworth","crimeLocation","51.483484","-0.348995","2"
"Thistleworth","defendantHome","51.483484","-0.348995","5"
"Thomas Apostle","crimeLocation","51.467458","-0.053868","2"
"Thomas's-street, Drury-lane","crimeLocation","51.51278","-0.12038","2"
"Thomas-street","crimeLocation","51.489693","0.067397","2"
"Thomas-street, Brick lane, Bethnal Green","crimeLocation","51.52718","-0.06109","1"
"Thomas-street, Mile-end, Newtown","crimeLocation","51.50853","-0.12574","1"
"Thomhaugh street, Bedford-square","crimeLocation","51.50853","-0.12574","2"
"Thompson's rents, Half-moon alley, Bishopsgate street","crimeLocation","51.50853","-0.12574","1"
"Thorney-street, Bloomsbury, in the parish of St. George's","crimeLocation","51.50853","-0.12574","1"
"Thrawl-street","crimeLocation","51.518141","-0.072417","1"
"Threadneedle-street","crimeLocation","51.50853","-0.12574","17"
"Three Arrow-court","crimeLocation","51.50853","-0.12574","1"
"Three Castles public-house, St. Andrew's-hill","crimeLocation","51.51267","-0.10144","1"
"Three Colt-alley","crimeLocation","51.50853","-0.12574","2"
"Three Colt-lane","crimeLocation","51.50853","-0.12574","1"
"Three Compasses against St. Giles's Church","crimeLocation","51.50853","-0.12574","1"
"Three Compasses, Cow-cross","crimeLocation","51.50853","-0.12574","2"
"Three Compasses, at Pimlico","crimeLocation","51.48897","-0.13699","1"
"Three Crains wharf, at the bottom of Queen-street","crimeLocation","51.50853","-0.12574","1"
"Three Crowns in Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Three Crowns public-house, East-road, City-road","crimeLocation","51.50853","-0.12574","2"
"Three Crowns, in Drury-lane","crimeLocation","51.51278","-0.12038","2"
"Three Crowns, public-house, Chelsea","crimeLocation","51.48755","-0.16936","2"
"Three Cups, Aldersgate-street","crimeLocation","51.51859","-0.09705","1"
"Three Cups-yard, Bedford-street, Bedford-row","crimeLocation","51.50853","-0.12574","1"
"Three Elms, St. Ann's-lane. Westminster","crimeLocation","51.5","-0.11667","2"
"Three Fox-court, Long-lane","crimeLocation","51.50853","-0.12574","3"
"Three Fox-yard, Long-lane","crimeLocation","51.50853","-0.12574","1"
"Three Horse Shoes, public-house, St. Clements","crimeLocation","51.50853","-0.12574","2"
"Three Pigeons at Execution Dock","crimeLocation","51.50853","-0.12574","2"
"Three Pigeons, Butcher-hall lane","crimeLocation","51.50853","-0.12574","1"
"Three Pigeons, in Butcherhall-lane","crimeLocation","51.50853","-0.12574","1"
"Three Queens at Brentford","crimeLocation","51.48619","-0.3083","1"
"Three Tons, Edmonton","crimeLocation","51.62561","-0.05798","1"
"Three Tun Taven at Bilinsgate","crimeLocation","51.50853","-0.12574","2"
"Three Tun-Tavern, at Wood street","crimeLocation","51.50853","-0.12574","2"
"Three Tun-Tavern, at Wood street","crimeLocation","51.514196","-0.094799","2"
"Three Tun-alley, Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Three Tun-court, Redcross-street","crimeLocation","51.50853","-0.12574","1"
"Three Tuns coffee house in the Strand","crimeLocation","51.50853","-0.12574","1"
"Three Tuns in Smithfield","crimeLocation","51.50853","-0.12574","1"
"Three Tuns, Brook-street, Holborn","crimeLocation","51.51753","-0.12045","1"
"Three Tuns, in Northampton street, Wood's Close","crimeLocation","51.50853","-0.12574","1"
"Three Tuns, public-house, in Smithfield","crimeLocation","51.50853","-0.12574","1"
"Three Tuns-Tavern and publick-house without Bishopsgate","crimeLocation","51.51635","-0.08144","2"
"Three jolly Butchers at Newington","crimeLocation","51.50853","-0.12574","1"
"Three-Fox-court","crimeLocation","51.50853","-0.12574","1"
"Three-Fox-court, St. Sepulchre's","crimeLocation","51.50853","-0.12574","2"
"Three-colt-street, Limehouse","crimeLocation","51.508689","-0.029599","1"
"Three-legged-alley , near Bolt-court","crimeLocation","51.51459","-0.10784","1"
"Thrift-street, Soho","crimeLocation","51.5144","-0.13535","1"
"Throgmorton street","crimeLocation","51.50853","-0.12574","1"
"Throgmorton-street","crimeLocation","51.50853","-0.12574","8"
"Thurlow-place, Hackney-road","crimeLocation","51.50853","-0.12574","2"
"Tichfield-street","crimeLocation","51.50853","-0.12574","1"
"Ticket-Porter","defendantHome","51.50853","-0.12574","1"
"Tilburn-street, Thomas-street","crimeLocation","51.50853","-0.12574","2"
"Tile-kiln-lane, Clapton","crimeLocation","51.50853","-0.12574","2"
"Tilt-Yard Coffee-House","crimeLocation","51.50853","-0.12574","2"
"Tiltyard, Westminster","crimeLocation","51.5","-0.11667","2"
"Timberall, in Hertfordshire","crimeLocation","51.50853","-0.12574","1"
"Tindall-place, Islington","crimeLocation","51.53622","-0.10304","2"
"Titchborne-street, Golden-square","crimeLocation","51.50853","-0.12574","2"
"Titchbourn-street","crimeLocation","51.50853","-0.12574","1"
"Titchbourne-street","crimeLocation","51.50853","-0.12574","3"
"Titchburn-street","crimeLocation","51.50853","-0.12574","1"
"Titchfield street","crimeLocation","51.50853","-0.12574","2"
