"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"Tower-street, Seven-dials","crimeLocation","t18321129-238","11/29/1832"
"Tower-street, Seven-dials","crimeLocation","t18321129-23","11/29/1832"
"Holborn","crimeLocation","t18321129-99","11/29/1832"
"Oxford-street","crimeLocation","t18321129-13","11/29/1832"
"Oxford-street","crimeLocation","t18321129-130","11/29/1832"
"East-street, Dorset-street, Manchester-square","crimeLocation","t18321129-13","11/29/1832"
"East-street, Dorset-street, Manchester-square","crimeLocation","t18321129-132","11/29/1832"
"Covent-garden","crimeLocation","t18321129-133","11/29/1832"
"Covent-garden","crimeLocation","t18321129-13","11/29/1832"
"Bruton-street","crimeLocation","t18321129-135","11/29/1832"
"Bruton-street","crimeLocation","t18321129-13","11/29/1832"
"Hatton-garden","crimeLocation","t18321129-151","11/29/1832"
"Samuel-street, Brick-lane","crimeLocation","t18321129-152","11/29/1832"
"Houndsditch","crimeLocation","t18321129-158","11/29/1832"
"Osborne-street, Whitechapel","crimeLocation","t18321129-13","11/29/1832"
"Osborne-street, Whitechapel","crimeLocation","t18321129-137","11/29/1832"
"Winchester-row, Paddington","crimeLocation","t18321129-138","11/29/1832"
"Winchester-row, Paddington","crimeLocation","t18321129-13","11/29/1832"
"Cornhill","crimeLocation","t18321129-14","11/29/1832"
"London-bridge","crimeLocation","t18321129-161","11/29/1832"
"Judd-street","crimeLocation","t18321129-162","11/29/1832"
"Wentworth-street","crimeLocation","t18321129-163","11/29/1832"
"Chiswell-street","crimeLocation","t18321129-164","11/29/1832"
"Liverpool-road, Islington","crimeLocation","t18321129-165","11/29/1832"
"High Holborn","crimeLocation","t18321129-171","11/29/1832"
"Mile-end-road","crimeLocation","t18321129-172","11/29/1832"
"St. Giles'","crimeLocation","t18321129-14","11/29/1832"
"St. Giles'","crimeLocation","t18321129-142","11/29/1832"
"Treasury-passage","crimeLocation","t18321129-14","11/29/1832"
"Treasury-passage","crimeLocation","t18321129-143","11/29/1832"
"George-yard, Whitechapel","crimeLocation","t18321129-144","11/29/1832"
"George-yard, Whitechapel","crimeLocation","t18321129-14","11/29/1832"
"Crown-street, Soho","crimeLocation","t18321129-146","11/29/1832"
"Crown-street, Soho","crimeLocation","t18321129-14","11/29/1832"
"barque Yvoca","crimeLocation","t18321129-14","11/29/1832"
"barque Yvoca","crimeLocation","t18321129-147","11/29/1832"
"Tudor-street","crimeLocation","t18321129-174","11/29/1832"
"Iver","crimeLocation","t18321129-175","11/29/1832"
"Great Ormond-street","crimeLocation","t18321129-176","11/29/1832"
"Piccadilly","crimeLocation","t18321129-177","11/29/1832"
"Old Compton-stree","crimeLocation","t18321129-18","11/29/1832"
"Whitechapel-road","crimeLocation","t18321129-18","11/29/1832"
"Whitechapel-road","crimeLocation","t18321129-180","11/29/1832"
"Crown-street, Finsbury","crimeLocation","t18321129-18","11/29/1832"
"Crown-street, Finsbury","crimeLocation","t18321129-187","11/29/1832"
"Fulham","crimeLocation","t18321129-18","11/29/1832"
"Fulham","crimeLocation","t18321129-189","11/29/1832"
"Wellington public-house, Lucas-street, Commercial-road","crimeLocation","t18321129-191","11/29/1832"
"Regent's-canal","crimeLocation","t18321129-197","11/29/1832"
"Angel Inn, Pentonville","crimeLocation","t18321129-201","11/29/1832"
"Speldhurst-street","crimeLocation","t18321129-206","11/29/1832"
"Oxford-street","crimeLocation","t18321129-214","11/29/1832"
"High-street, Hoxton","crimeLocation","t18321129-218","11/29/1832"
"Queen's Head public-house","crimeLocation","t18321129-219","11/29/1832"
"Uxbridge","crimeLocation","t18321129-22","11/29/1832"
"Malborough-street","crimeLocation","t18321129-22","11/29/1832"
"Malborough-street","crimeLocation","t18321129-220","11/29/1832"
"Great St. Andrew-street","crimeLocation","t18321129-22","11/29/1832"
"Great St. Andrew-street","crimeLocation","t18321129-221","11/29/1832"
"King-street, Covent-garden","crimeLocation","t18321129-224","11/29/1832"
"King-street, Covent-garden","crimeLocation","t18321129-22","11/29/1832"
"Bush Hill-park, Middlesex","crimeLocation","t18321129-23","11/29/1832"
"Eagle-court","crimeLocation","t18321129-232","11/29/1832"
"Eagle-court","crimeLocation","t18321129-23","11/29/1832"
"Vere-street","crimeLocation","t18321129-233","11/29/1832"
"Vere-street","crimeLocation","t18321129-23","11/29/1832"
"St. Mary-axe, in the parish of St. Mary-Undershaft","crimeLocation","t18321129-12","11/29/1832"
"Great Coram-street, in the parish of St. George, Bloomsbury","crimeLocation","t18321129-12","11/29/1832"
"Great Coram-street, in the parish of St. George, Bloomsbury","crimeLocation","t18321129-120","11/29/1832"
"Upper Thames-street","crimeLocation","t18321129-125","11/29/1832"
"Upper Thames-street","crimeLocation","t18321129-12","11/29/1832"
"Wood-street","crimeLocation","t18321129-126","11/29/1832"
"Wood-street","crimeLocation","t18321129-12","11/29/1832"
"Kirby-street, Hatton-garden","crimeLocation","t18321129-13","11/29/1832"
"King-street","crimeLocation","t18321129-111","11/29/1832"
"King-street","crimeLocation","t18321129-11","11/29/1832"
"Beech-street","crimeLocation","t18321129-114","11/29/1832"
"Beech-street","crimeLocation","t18321129-11","11/29/1832"
"Bucklersbury","crimeLocation","t18321129-116","11/29/1832"
"Bucklersbury","crimeLocation","t18321129-11","11/29/1832"
"Old Pye-street, Westminster","crimeLocation","t18321129-11","11/29/1832"
"Old Pye-street, Westminster","crimeLocation","t18321129-119","11/29/1832"
"Chiswell-street","crimeLocation","t18321129-101","11/29/1832"
"Chiswell-street","crimeLocation","t18321129-10","11/29/1832"
"Yorkshire Stingo","crimeLocation","t18321129-107","11/29/1832"
"Yorkshire Stingo","crimeLocation","t18321129-10","11/29/1832"
"Dean-street, Lisson-grove","crimeLocation","t18321129-10","11/29/1832"
"Dean-street, Lisson-grove","crimeLocation","t18321129-108","11/29/1832"
"White Rose-court, Coleman-street","crimeLocation","t18321129-11","11/29/1832"
"Collingwood-street","crimeLocation","t18321129-23","11/29/1832"
"Collingwood-street","crimeLocation","t18321129-239","11/29/1832"
"Regent-place","crimeLocation","t18321129-240","11/29/1832"
"George and Crown public-house, Broad-street","crimeLocation","t18321129-241","11/29/1832"
"Hanibal-street","crimeLocation","t18321129-243","11/29/1832"
"Brick-lane","crimeLocation","t18321129-244","11/29/1832"
"Holborn","crimeLocation","t18321129-27","11/29/1832"
"Ossulton-street, St. Pancras","crimeLocation","t18321129-29","11/29/1832"
"Drury-lane","crimeLocation","t18321129-32","11/29/1832"
"National School rooms in St. George's in the East","crimeLocation","t18321129-33","11/29/1832"
"Whitechapel","crimeLocation","t18321129-44","11/29/1832"
"Merlin's Cave","crimeLocation","t18321129-47","11/29/1832"
"Grafton-street","crimeLocation","t18321129-48","11/29/1832"
"Holborn","crimeLocation","t18321129-49","11/29/1832"
"Southampton-street, in the parish of St. George, Bloomsbury","crimeLocation","t18321129-50","11/29/1832"
"Drury-lane","crimeLocation","t18321129-51","11/29/1832"
"Hornsey-lane","crimeLocation","t18321129-54","11/29/1832"
"Camden-cottage, Camden-town","crimeLocation","t18321129-55","11/29/1832"
"Friday-street","crimeLocation","t18321129-56","11/29/1832"
"High-house, at Edmonton","crimeLocation","t18321129-58","11/29/1832"
"Derby-place, Bayswater","crimeLocation","t18321129-64","11/29/1832"
"Bagnigge-wells-road","crimeLocation","t18321129-65","11/29/1832"
"King-street, Covent-garden","crimeLocation","t18321129-67","11/29/1832"
"Rolling Ball-passage","crimeLocation","t18321129-69","11/29/1832"
"Enfield-wash","crimeLocation","t18321129-7","11/29/1832"
"Hayes-court, Newport-market","crimeLocation","t18321129-70","11/29/1832"
"Hayes-court, Newport-market","crimeLocation","t18321129-7","11/29/1832"
"Oxford-street","crimeLocation","t18321129-7","11/29/1832"
"Oxford-street","crimeLocation","t18321129-71","11/29/1832"
"Robin-hood, public-house","crimeLocation","t18321129-74","11/29/1832"
"Robin-hood, public-house","crimeLocation","t18321129-7","11/29/1832"
"Little Anchor-street","crimeLocation","t18321129-7","11/29/1832"
"Little Anchor-street","crimeLocation","t18321129-79","11/29/1832"
"Upper North-place, Gray's Inn-lane","crimeLocation","t18321129-80","11/29/1832"
"Ludgate-hill","crimeLocation","t18321129-82","11/29/1832"
"Blackfriars-bridge","crimeLocation","t18321129-83","11/29/1832"
"St. Paul's church-yard","crimeLocation","t18321129-84","11/29/1832"
"Aldermanbury","crimeLocation","t18321129-88","11/29/1832"
"St. Mary, Matfelon, alias Whitechapel","crimeLocation","t18321129-90","11/29/1832"
"Eagle-place, Princes-street, Mile-end, and rent the house; it is in the parish of St. Dunstan, Stepney","crimeLocation","t18321129-91","11/29/1832"
"Richard-street, Liverpool-road, Islington","crimeLocation","t18321129-98","11/29/1832"
"Whitechapel","crimeLocation","t18330103-17","1/3/1833"
"Whitechapel","crimeLocation","t18330103-172","1/3/1833"
"Jane-place, Ratcliff","crimeLocation","t18330103-17","1/3/1833"
"Jane-place, Ratcliff","crimeLocation","t18330103-174","1/3/1833"
"St. John street, in the parish of St. Sepulchre","crimeLocation","t18330103-178","1/3/1833"
"St. John street, in the parish of St. Sepulchre","crimeLocation","t18330103-17","1/3/1833"
"Seymour-street, St. Pancras","crimeLocation","t18330103-180","1/3/1833"
"Eagle-street","crimeLocation","t18330103-21","1/3/1833"
"Goswell-street","crimeLocation","t18330103-22","1/3/1833"
"Green-street, Leicester-square","crimeLocation","t18330103-127","1/3/1833"
"Back-lane","crimeLocation","t18330103-129","1/3/1833"
"West-street, Smithfield","crimeLocation","t18330103-13","1/3/1833"
"Uxbridge","crimeLocation","t18330103-131","1/3/1833"
"Uxbridge","crimeLocation","t18330103-13","1/3/1833"
"Foley-street, Fitzroy-square","crimeLocation","t18330103-132","1/3/1833"
"Foley-street, Fitzroy-square","crimeLocation","t18330103-13","1/3/1833"
"Chancery-lane, in the Liberty of the Rolls","crimeLocation","t18330103-133","1/3/1833"
"Chancery-lane, in the Liberty of the Rolls","crimeLocation","t18330103-13","1/3/1833"
"Holborn","crimeLocation","t18330103-137","1/3/1833"
"Holborn","crimeLocation","t18330103-13","1/3/1833"
"Bethnal-green-road","crimeLocation","t18330103-13","1/3/1833"
"Bethnal-green-road","crimeLocation","t18330103-138","1/3/1833"
"Shoreditch","crimeLocation","t18330103-139","1/3/1833"
"Shoreditch","crimeLocation","t18330103-13","1/3/1833"
"Brewer-street, Somer's-town","crimeLocation","t18330103-141","1/3/1833"
"Chapel-street","crimeLocation","t18330103-142","1/3/1833"
"City-road bason","crimeLocation","t18330103-143","1/3/1833"
"Shoreditch","crimeLocation","t18330103-147","1/3/1833"
"Pelham-street","crimeLocation","t18330103-150","1/3/1833"
"Union-street, Shadwell","crimeLocation","t18330103-151","1/3/1833"
"Carburton-street","crimeLocation","t18330103-9","1/3/1833"
"St. Paul's church-yard","crimeLocation","t18330103-9","1/3/1833"
"St. Paul's church-yard","crimeLocation","t18330103-90","1/3/1833"
"Hay-hill","crimeLocation","t18330103-9","1/3/1833"
"Hay-hill","crimeLocation","t18330103-94","1/3/1833"
"Belvidere-road","crimeLocation","t18330103-9","1/3/1833"
"Belvidere-road","crimeLocation","t18330103-94","1/3/1833"
"Little Hermitage-street","crimeLocation","t18330103-9","1/3/1833"
"Little Hermitage-street","crimeLocation","t18330103-96","1/3/1833"
"Hanwell","crimeLocation","t18330103-9","1/3/1833"
"Hanwell","crimeLocation","t18330103-99","1/3/1833"
"Beech-street, Barbican","crimeLocation","t18330103-102","1/3/1833"
"Carter-lane","crimeLocation","t18330103-11","1/3/1833"
"Doughty-mews","crimeLocation","t18330103-111","1/3/1833"
"Doughty-mews","crimeLocation","t18330103-11","1/3/1833"
"William-street, Marylebone","crimeLocation","t18330103-120","1/3/1833"
"South-street, Manchester-square","crimeLocation","t18330103-120","1/3/1833"
"Brick-lane","crimeLocation","t18330103-121","1/3/1833"
"Wood-street, Old-street-road","crimeLocation","t18330103-61","1/3/1833"
"Jolly Butchers, in the Green-lanes, Enfield","crimeLocation","t18330103-62","1/3/1833"
"Lisson-street","crimeLocation","t18330103-67","1/3/1833"
"Crawford-street","crimeLocation","t18330103-67","1/3/1833"
"Bryanstone-square","crimeLocation","t18330103-69","1/3/1833"
"Pelham-street","crimeLocation","t18330103-71","1/3/1833"
"Playhouse-yard","crimeLocation","t18330103-72","1/3/1833"
"Cheapside","crimeLocation","t18330103-76","1/3/1833"
"Poultry","crimeLocation","t18330103-76","1/3/1833"
"Enfield-wash","crimeLocation","t18330103-8","1/3/1833"
"Dean-street, Soho, in the parish of St. Ann, Westminster","crimeLocation","t18330103-80","1/3/1833"
"Dean-street, Soho, in the parish of St. Ann, Westminster","crimeLocation","t18330103-8","1/3/1833"
"Enfield","crimeLocation","t18330103-8","1/3/1833"
"Enfield","crimeLocation","t18330103-82","1/3/1833"
"Newgate-street","crimeLocation","t18330103-84","1/3/1833"
"Newgate-street","crimeLocation","t18330103-8","1/3/1833"
"Sugar Loaf-court, Dorset-street, Fleet-street","crimeLocation","t18330103-85","1/3/1833"
"Sugar Loaf-court, Dorset-street, Fleet-street","crimeLocation","t18330103-8","1/3/1833"
"Newgate-street","crimeLocation","t18330103-8","1/3/1833"
"Newgate-street","crimeLocation","t18330103-86","1/3/1833"
"Holborn","crimeLocation","t18330103-8","1/3/1833"
"Holborn","crimeLocation","t18330103-87","1/3/1833"
"Brompton","crimeLocation","t18330103-23","1/3/1833"
"Oxford-street","crimeLocation","t18330103-26","1/3/1833"
"Craven Arms public-house, at Westminster","crimeLocation","t18330103-27","1/3/1833"
"John-court, Marylebone-lane","crimeLocation","t18330103-28","1/3/1833"
"Court of King's Bench","crimeLocation","t18330103-29","1/3/1833"
"Shoreditch","crimeLocation","t18330103-34","1/3/1833"
"Bunhill-row","crimeLocation","t18330103-35","1/3/1833"
"Albany-street, New-road","crimeLocation","t18330103-37","1/3/1833"
"Oxford-street","crimeLocation","t18330103-39","1/3/1833"
"St. Katharine's dock","crimeLocation","t18330103-40","1/3/1833"
"Dorset-street","crimeLocation","t18330103-42","1/3/1833"
"Fleet-row, Leather-lane","crimeLocation","t18330103-44","1/3/1833"
"William-street, Lisson-grove","crimeLocation","t18330103-46","1/3/1833"
"Montague-place, St. Marylebone","crimeLocation","t18330103-48","1/3/1833"
"Long-acre, in the parish of St. Martin in the Fields","crimeLocation","t18330103-49","1/3/1833"
"Clement's-lane","crimeLocation","t18330103-50","1/3/1833"
"High-street, Whitechapel","crimeLocation","t18330103-59","1/3/1833"
"Pulteney-court, St. James'","crimeLocation","t18330103-153","1/3/1833"
"Marylebone-lane","crimeLocation","t18330103-155","1/3/1833"
"Little St. Andrew-street","crimeLocation","t18330103-159","1/3/1833"
"Poultry","crimeLocation","t18330103-16","1/3/1833"
"Northampton-place, Clerkenwell","crimeLocation","t18330103-16","1/3/1833"
"Northampton-place, Clerkenwell","crimeLocation","t18330103-163","1/3/1833"
"Compter","crimeLocation","t18330103-17","1/3/1833"
"Butler's-building's, George-street, St. John-street, Bethnal-green","crimeLocation","t18330214-114","2/14/1833"
"Ropemaker's-fields","crimeLocation","t18330214-115","2/14/1833"
"Ropemaker's-fields","crimeLocation","t18330214-11","2/14/1833"
"Crawford-street","crimeLocation","t18330214-11","2/14/1833"
"Crawford-street","crimeLocation","t18330214-116","2/14/1833"
"William-street, Portland-town","crimeLocation","t18330214-126","2/14/1833"
"North Audley-street","crimeLocation","t18330214-47","2/14/1833"
"St. Pancras","crimeLocation","t18330214-52","2/14/1833"
"High-street","crimeLocation","t18330214-55","2/14/1833"
"New Gravel-lane, in the parish of St. Paul, Shadwell","crimeLocation","t18330214-56","2/14/1833"
"London-bridge","crimeLocation","t18330214-58","2/14/1833"
"Oxford-street","crimeLocation","t18330214-236","2/14/1833"
"Stonefield-street, Islington","crimeLocation","t18330214-155","2/14/1833"
"St. John's-gate","crimeLocation","t18330214-15","2/14/1833"
"St. John's-gate","crimeLocation","t18330214-157","2/14/1833"
"Great Portland-street","crimeLocation","t18330214-15","2/14/1833"
"Great Portland-street","crimeLocation","t18330214-158","2/14/1833"
"Ealing","crimeLocation","t18330214-15","2/14/1833"
"Ealing","crimeLocation","t18330214-159","2/14/1833"
"St. Martin's-court","crimeLocation","t18330214-162","2/14/1833"
"St. Martin's-court","crimeLocation","t18330214-16","2/14/1833"
"George inn, Acton","crimeLocation","t18330214-163","2/14/1833"
"George inn, Acton","crimeLocation","t18330214-16","2/14/1833"
"Shoreditch","crimeLocation","t18330214-16","2/14/1833"
"Shoreditch","crimeLocation","t18330214-164","2/14/1833"
"Shoreditch","crimeLocation","t18330214-13","2/14/1833"
"Holloway","crimeLocation","t18330214-134","2/14/1833"
"Holloway","crimeLocation","t18330214-13","2/14/1833"
"Cambridge-heath","crimeLocation","t18330214-60","2/14/1833"
"Church-street, Bethnal-green","crimeLocation","t18330214-63","2/14/1833"
"Bishopsgate-street","crimeLocation","t18330214-64","2/14/1833"
"White Hart-court","crimeLocation","t18330214-66","2/14/1833"
"Long-lane","crimeLocation","t18330214-67","2/14/1833"
"Ebury-mews","crimeLocation","t18330214-71","2/14/1833"
"Hoxton","crimeLocation","t18330214-72","2/14/1833"
"Cleveland-street","crimeLocation","t18330214-135","2/14/1833"
"Cleveland-street","crimeLocation","t18330214-13","2/14/1833"
"Green Man, at Finchleycommon","crimeLocation","t18330214-13","2/14/1833"
"Green Man, at Finchleycommon","crimeLocation","t18330214-136","2/14/1833"
"Goulston-street, Whitechapel","crimeLocation","t18330214-13","2/14/1833"
"Goulston-street, Whitechapel","crimeLocation","t18330214-137","2/14/1833"
"Blackfriars-bridge","crimeLocation","t18330214-13","2/14/1833"
"Blackfriars-bridge","crimeLocation","t18330214-138","2/14/1833"
"Southall-green, Hayes, Middlesex","crimeLocation","t18330214-14","2/14/1833"
"Gracechurch-street","crimeLocation","t18330214-140","2/14/1833"
"Gracechurch-street","crimeLocation","t18330214-14","2/14/1833"
"Redcross-street","crimeLocation","t18330214-14","2/14/1833"
"Redcross-street","crimeLocation","t18330214-141","2/14/1833"
"Aldgate","crimeLocation","t18330214-142","2/14/1833"
"Aldgate","crimeLocation","t18330214-14","2/14/1833"
"Leadenhall-street","crimeLocation","t18330214-14","2/14/1833"
"Leadenhall-street","crimeLocation","t18330214-143","2/14/1833"
"Aldgate","crimeLocation","t18330214-14","2/14/1833"
"Aldgate","crimeLocation","t18330214-144","2/14/1833"
"Skinner-street","crimeLocation","t18330214-145","2/14/1833"
"Church-street, Shoreditch","crimeLocation","t18330214-238","2/14/1833"
"New-road","crimeLocation","t18330214-241","2/14/1833"
"Brook's-market","crimeLocation","t18330214-242","2/14/1833"
"George on Little Saffron-hill","crimeLocation","t18330214-25","2/14/1833"
"Moon-street, Seven-dials","crimeLocation","t18330214-26","2/14/1833"
"Oxford-street","crimeLocation","t18330214-27","2/14/1833"
"Red Lion-street, Holborn","crimeLocation","t18330214-28","2/14/1833"
"the Montreal","crimeLocation","t18330214-29","2/14/1833"
"Cock, at Holloway","crimeLocation","t18330214-32","2/14/1833"
"Upper Seymour-street","crimeLocation","t18330214-33","2/14/1833"
"tea dealer and grocer","crimeLocation","t18330214-103","2/14/1833"
"Newgate-street","crimeLocation","t18330214-105","2/14/1833"
"Wood-street, Cheapside","crimeLocation","t18330214-107","2/14/1833"
"linen-draper","crimeLocation","t18330214-11","2/14/1833"
"linen-draper","crimeLocation","t18330214-113","2/14/1833"
"Westminster","crimeLocation","t18330214-37","2/14/1833"
"Feltham","crimeLocation","t18330214-38","2/14/1833"
"Nottingham-court, Long-acre","crimeLocation","t18330214-39","2/14/1833"
"Tavistock-square","crimeLocation","t18330214-40","2/14/1833"
"Cannon-street-road","crimeLocation","t18330214-44","2/14/1833"
"Butler's-building's, George-street, St. John-street, Bethnal-green","crimeLocation","t18330214-11","2/14/1833"
"Brentford","crimeLocation","t18330214-20","2/14/1833"
"Brentford","crimeLocation","t18330214-203","2/14/1833"
"Cowheel-alley, Golden-lane","crimeLocation","t18330214-20","2/14/1833"
"Cowheel-alley, Golden-lane","crimeLocation","t18330214-207","2/14/1833"
"Bermondsey-street","crimeLocation","t18330214-20","2/14/1833"
"Bermondsey-street","crimeLocation","t18330214-208","2/14/1833"
"Long-acre","crimeLocation","t18330214-101","2/14/1833"
"Great Ealing","crimeLocation","t18330214-102","2/14/1833"
"King-street Cloth-fair","crimeLocation","t18330214-103","2/14/1833"
"Kingland","crimeLocation","t18330214-210","2/14/1833"
"Royden","crimeLocation","t18330214-210","2/14/1833"
"Kingsland-road","crimeLocation","t18330214-210","2/14/1833"
"Grove-street, Commercial-road, in the parish of St. George in the East","crimeLocation","t18330214-213","2/14/1833"
"Great Russell-street","crimeLocation","t18330214-214","2/14/1833"
"Taylor's-buildings, St. Martin's-lane","crimeLocation","t18330214-216","2/14/1833"
"Piccadilly","crimeLocation","t18330214-74","2/14/1833"
"Brook-street","crimeLocation","t18330214-77","2/14/1833"
"Commercial-road","crimeLocation","t18330214-78","2/14/1833"
"Whitcomb-street","crimeLocation","t18330214-80","2/14/1833"
"Chequer-alley","crimeLocation","t18330214-81","2/14/1833"
"St. John-street, St. Sepulchre","crimeLocation","t18330214-220","2/14/1833"
"St. John-street, St. Sepulchre","crimeLocation","t18330214-22","2/14/1833"
"Newbury, Berks","crimeLocation","t18330214-22","2/14/1833"
"Newbury, Berks","crimeLocation","t18330214-221","2/14/1833"
"Holborn-hill","crimeLocation","t18330214-223","2/14/1833"
"Holborn-hill","crimeLocation","t18330214-22","2/14/1833"
"Goswell-road","crimeLocation","t18330214-16","2/14/1833"
"Goswell-road","crimeLocation","t18330214-166","2/14/1833"
"Piccadilly","crimeLocation","t18330214-16","2/14/1833"
"Piccadilly","crimeLocation","t18330214-168","2/14/1833"
"St. Luke's","crimeLocation","t18330214-16","2/14/1833"
"St. Luke's","crimeLocation","t18330214-169","2/14/1833"
"Holborn","crimeLocation","t18330214-17","2/14/1833"
"High-street, Shoreditch","crimeLocation","t18330214-17","2/14/1833"
"High-street, Shoreditch","crimeLocation","t18330214-170","2/14/1833"
"Fleet-street","crimeLocation","t18330214-17","2/14/1833"
"Fleet-street","crimeLocation","t18330214-174","2/14/1833"
"Sloane-street, Chelsea","crimeLocation","t18330214-181","2/14/1833"
"Garden-row","crimeLocation","t18330214-182","2/14/1833"
"Ratcliff-highway","crimeLocation","t18330214-183","2/14/1833"
"Fox and Pack public-house, in Gray's Inn-lane","crimeLocation","t18330214-184","2/14/1833"
"Trevor-square, Knightsbridge","crimeLocation","t18330214-188","2/14/1833"
"Mile-end-road, in Beaumont-street","crimeLocation","t18330214-194","2/14/1833"
"Sweeting's-passage, Moor-lane","crimeLocation","t18330214-196","2/14/1833"
"Fleet-street","crimeLocation","t18330214-197","2/14/1833"
"Skinner-street","crimeLocation","t18330214-14","2/14/1833"
"Holborn-hill","crimeLocation","t18330214-14","2/14/1833"
"Holborn-hill","crimeLocation","t18330214-147","2/14/1833"
"Little Norfolk-place, Curtain-road","crimeLocation","t18330214-86","2/14/1833"
"Dover-street","crimeLocation","t18330214-88","2/14/1833"
"St. Mary-le-bone - their workhouse is in Northumberland-street","crimeLocation","t18330214-89","2/14/1833"
"Frederick-place, Hampstead-road","crimeLocation","t18330214-98","2/14/1833"
"Great Marylebone-street","crimeLocation","t18330214-99","2/14/1833"
"Mansion-house","crimeLocation","t18330214-14","2/14/1833"
"Mansion-house","crimeLocation","t18330214-148","2/14/1833"
"Ludgate-hill","crimeLocation","t18330214-14","2/14/1833"
"Ludgate-hill","crimeLocation","t18330214-149","2/14/1833"
"Mount-street, Grosvenor-square, in the parish of St. George, Hanover-square","crimeLocation","t18330214-15","2/14/1833"
"Mount-street, Grosvenor-square, in the parish of St. George, Hanover-square","crimeLocation","t18330214-151","2/14/1833"
"Rahere-street","crimeLocation","t18330214-15","2/14/1833"
"Rahere-street","crimeLocation","t18330214-153","2/14/1833"
"turnpike-road Upper Holloway","crimeLocation","t18330214-154","2/14/1833"
"turnpike-road Upper Holloway","crimeLocation","t18330214-15","2/14/1833"
"Stonefield-street, Islington","crimeLocation","t18330214-15","2/14/1833"
"New-road","crimeLocation","t18330411-82","4/11/1833"
"High-street, Shadwell","crimeLocation","t18330411-83","4/11/1833"
"Oxford-street","crimeLocation","t18330411-86","4/11/1833"
"Wych-street","crimeLocation","t18330411-89","4/11/1833"
"Bainbridge-street","crimeLocation","t18330411-90","4/11/1833"
"Skinner-street, Snow-hill","crimeLocation","t18330411-91","4/11/1833"
"Baldwin's-gardens","crimeLocation","t18330411-208","4/11/1833"
"Bowling-street, Westminster","crimeLocation","t18330411-29","4/11/1833"
"Grafton-street, Soho","crimeLocation","t18330411-30","4/11/1833"
"Upper Clapton","crimeLocation","t18330411-31","4/11/1833"
"Crawford-street","crimeLocation","t18330411-33","4/11/1833"
"New-street, Covent-garden","crimeLocation","t18330411-34","4/11/1833"
"Chesterfield-street, May-fair","crimeLocation","t18330411-36","4/11/1833"
"Freemasons' tavern, Great Queen-street","crimeLocation","t18330411-38","4/11/1833"
"Seabon's-lane, Islington","crimeLocation","t18330411-42","4/11/1833"
"Regent-street","crimeLocation","t18330411-45","4/11/1833"
"Cottage grove, Mile-end-road","crimeLocation","t18330411-47","4/11/1833"
"Crawford-street, Bryanstone-square","crimeLocation","t18330411-50","4/11/1833"
"Coppice-row","crimeLocation","t18330411-53","4/11/1833"
"King's-road","crimeLocation","t18330411-55","4/11/1833"
"New-street, Bishopsgate","crimeLocation","t18330411-19","4/11/1833"
"New-street, Bishopsgate","crimeLocation","t18330411-198","4/11/1833"
"Wyndham-street","crimeLocation","t18330411-200","4/11/1833"
"St. Marylebone","crimeLocation","t18330411-204","4/11/1833"
"Flying Horse, in Oxford-street","crimeLocation","t18330411-204","4/11/1833"
"West-street, College-street, Camden-town","crimeLocation","t18330411-205","4/11/1833"
"City-road","crimeLocation","t18330411-206","4/11/1833"
"St. Sepulchre's church","crimeLocation","t18330411-126","4/11/1833"
"Gray's Inn-lane","crimeLocation","t18330411-128","4/11/1833"
"Hayes","crimeLocation","t18330411-155","4/11/1833"
"Gold-hill, Shadwell","crimeLocation","t18330411-164","4/11/1833"
"Marylebone-street","crimeLocation","t18330411-17","4/11/1833"
"Marylebone-street","crimeLocation","t18330411-171","4/11/1833"
"Mitre-street, Aldgate","crimeLocation","t18330411-101","4/11/1833"
"St. Mary at Hill","crimeLocation","t18330411-102","4/11/1833"
"Blackfriars-bridge","crimeLocation","t18330411-103","4/11/1833"
"Blackfriars-bridge","crimeLocation","t18330411-105","4/11/1833"
"White Hart-court, Lombard-street","crimeLocation","t18330411-108","4/11/1833"
"Fleet-street","crimeLocation","t18330411-110","4/11/1833"
"Aldersgate street","crimeLocation","t18330411-112","4/11/1833"
"Bishopsgate-street","crimeLocation","t18330411-139","4/11/1833"
"Great Guilford-street, Blackfriars","crimeLocation","t18330411-140","4/11/1833"
"Newgate-street","crimeLocation","t18330411-142","4/11/1833"
"Hackney-marsh","crimeLocation","t18330411-144","4/11/1833"
"Holborn","crimeLocation","t18330411-150","4/11/1833"
"Cottage-place, Brompton","crimeLocation","t18330411-153","4/11/1833"
"Whitechapel-road","crimeLocation","t18330411-186","4/11/1833"
"Whitechapel-road","crimeLocation","t18330411-18","4/11/1833"
"Russell-court, in the parish of St. Paul, Covent-garden","crimeLocation","t18330411-19","4/11/1833"
"Enfield-highway","crimeLocation","t18330411-190","4/11/1833"
"Enfield-highway","crimeLocation","t18330411-19","4/11/1833"
"Thames-street","crimeLocation","t18330411-113","4/11/1833"
"Minories","crimeLocation","t18330411-115","4/11/1833"
"Cable-street","crimeLocation","t18330411-117","4/11/1833"
"John-street, Adelphi","crimeLocation","t18330411-122","4/11/1833"
"Milton-street","crimeLocation","t18330411-123","4/11/1833"
"Oxford-street","crimeLocation","t18330411-129","4/11/1833"
