Royal Exchange, London, England
Union-street, Hackney-road, London, England
Union-street, Hackney-road, London, England
Darby-court, Piccadilly, London, England
Darby-court, Piccadilly, London, England
Islington, London, England
Islington, London, England
Suffolk-street, London, England
Suffolk-street, London, England
Clerkenwell, London, England
Clerkenwell, London, England
No. 16, Beauchamp-street, in the parish of St. Andrew, Holborn, Middlesex, London, England
Edgware-road, London, England
Edgware-road, London, England
Wentworth-street, London, England
Wentworth-street, London, England
Orchard-street, Westminster, London, England
Ratcliff-highway, London, England
Ratcliff-highway, London, England
Pembroke-square, London, England
Pembroke-square, London, England
Spring-gardens, London, England
Spring-gardens, London, England
Elbow-lane, New Gravel-lane, Shadwell, London, England
Elbow-lane, New Gravel-lane, Shadwell, London, England
Golden-lane, London, England
Golden-lane, London, England
Friend-at-Hand public-house in the Colonnade, London, England
Friend-at-Hand public-house in the Colonnade, London, England
Friend-at-Hand public-house in the Colonnade, London, England
Hadley, London, England
Hadley, London, England
Hadley, London, England
Gulston-street, Whitechapel, London, England
Gulston-street, Whitechapel, London, England
Wellington-street, Camden-town, London, England
White Lion, Enfield-highway, London, England
Chapel-street, London, England
Chapel-street, London, England
the Rum Puncheon, in White-cross-street, London, England
the Rum Puncheon, in White-cross-street, London, England
Primrose-street, Bishopsgate Without, London, England
Queen-square, Aldersgate-street, London, England
Queen-square, Aldersgate-street, London, England
the Spread Eagle, in Oxford-street, London, England
the Spread Eagle, in Oxford-street, London, England
White Conduit-fields, London, England
Wilson-street, Finsbury, London, England
Uxbridge, London, England
Duke-street, Lisson-grove, London, England
No. 53, Old Pye-street, Westminster, London, England
the Almonry, Westminster, London, England
Tothill-street, London, England
Tothill-street, London, England
White Conduit-grove, Islington, London, England
White Conduit-grove, Islington, London, England
Ranelagh cottage, London, England
Ranelagh cottage, London, England
Stanhope-gate, London, England
Ratcliff-highway, London, England
Ship and Unicorn183105120038public-house, London, England
Maxwell's-buildings, Long-alley, Shoreditch, London, England
Great Titchfield-street; Marylebone, London, England
Brewer's-court, Bedfordbury, London, England
John-street, London, England
St. James-street, London, England
Pewter Platter-yard, London, England
High-street, Shadwell, London, England
Cleveland-row, London, England
Rose-lane, Spitalfields, London, England
White Lion public-house, in White's-alley, Chancery-lane, London, England
White Lion public-house, in White's-alley, Chancery-lane, London, England
Charlton-street, Somers'-town, London, England
Haymarket, in Piccadilly, London, England
Broad-street, Golden-square, in the parish of St. James, Westminster, London, England
James-street, Covent-garden, London, England
James-street, Covent-garden, London, England
Holloway, London, England
St. Martin's-court, London, England
Wigmore-street, Cavendish-square, London, England
St. Dunstan's-church, London, England
Ludgate-hill, London, England
Ludgate-hill, London, England
West-street, London, England
West-street, London, England
White Horse-yard, London, England
White Horse-yard, London, England
Mansion-house, London, England
Little Pulteney-street, London, England
Little Pulteney-street, London, England
Shoreditch, London, England
Shoreditch, London, England
Little Pulteney-street, Golden-square, London, England
Little Pulteney-street, Golden-square, London, England
Poplar, London, England
Poplar, London, England
Holborn-bars, London, England
Apollo-court, Fleet-street, London, England
Apollo-court, Fleet-street, London, England
Suffolk-street, Battle-bridge, London, England
Suffolk-street, Battle-bridge, London, England
Wych-street, Strand, London, England
Wych-street, Strand, London, England
High-street, Whitechapel, London, England
High-street, Whitechapel, London, England
Crown-street, Bishopagate, London, England
Hayes, London, England
Fulham, London, England
Paternoster-row, London, England
Blackfriars-bridge, London, England
No. 5, Crown-court, Fleet-street, London, England
Gravel-lane, London, England
Wentworth-street, London, England
Regent-circus, London, England
St. Paul's church-yard, London, England
the Grey Hound, Smithfield, London, England
the Grey Hound, Smithfield, London, England
Spitalfields, London, England
Spitalfields, London, England
Bedford-street, Covent-garden, London, England
Bedford-street, Covent-garden, London, England
Pimlico, London, England
Pimlico, London, England
Mitre-passage, Hatton-garden, London, England
Pulteney-court, St. James', London, England
Marylebone-lane, London, England
Shoreditch, London, England
Holloway, London, England
Holloway, London, England
Cambridge-heath, London, England
Church-street, Bethnal-green, London, England
Bishopsgate-street, London, England
White Hart-court, London, England
Long-lane, London, England
Ebury-mews, London, England
Hoxton, London, England
Malborough-street, London, England
Malborough-street, London, England
Great St. Andrew-street, London, England
Great St. Andrew-street, London, England
King-street, Covent-garden, London, England
King-street, Covent-garden, London, England
Bush Hill-park, Middlesex, London, England
Little St. Andrew-street, London, England
Poultry, London, England
Northampton-place, Clerkenwell, London, England
Northampton-place, Clerkenwell, London, England
Compter, London, England
Whitechapel, London, England
Whitechapel, London, England
Jane-place, Ratcliff, London, England
Jane-place, Ratcliff, London, England
Cleveland-street, London, England
Cleveland-street, London, England
Green Man, at Finchleycommon, London, England
Green Man, at Finchleycommon, London, England
Goulston-street, Whitechapel, London, England
Goulston-street, Whitechapel, London, England
Blackfriars-bridge, London, England
Blackfriars-bridge, London, England
Southall-green, Hayes, Middlesex, London, England
Gracechurch-street, London, England
Gracechurch-street, London, England
Brentford, in the parish of Ealing, London, England
Brentford, in the parish of Ealing, London, England
Old Brentford, London, England
Old Brentford, London, England
Belton-street, St. Giles', London, England
Belton-street, St. Giles', London, England
Eagle-court, London, England
Eagle-court, London, England
Vere-street, London, England
Vere-street, London, England
Compton-street, Chelsea, London, England
Compton-street, Chelsea, London, England
Tower-street, Seven-dials, London, England
Tower-street, Seven-dials, London, England
Collingwood-street, London, England
Collingwood-street, London, England
Regent-place, London, England
St. John street, in the parish of St. Sepulchre, London, England
St. John street, in the parish of St. Sepulchre, London, England
Seymour-street, St. Pancras, London, England
Eagle-street, London, England
Goswell-street, London, England
Redcross-street, London, England
Redcross-street, London, England
Aldgate, London, England
Aldgate, London, England
Leadenhall-street, London, England
Leadenhall-street, London, England
Aldgate, London, England
Aldgate, London, England
Skinner-street, London, England
Skinner-street, London, England
Holborn-hill, London, England
Holborn-hill, London, England
Little Norfolk-place, Curtain-road, London, England
Dover-street, London, England
St. Mary-le-bone - their workhouse is in Northumberland-street, London, England
Frederick-place, Hampstead-road, London, England
Great Marylebone-street, London, England
George and Crown public-house, Broad-street, London, England
Hanibal-street, London, England
Brick-lane, London, England
Holborn, London, England
Ossulton-street, St. Pancras, London, England
Drury-lane, London, England
Brompton, London, England
Oxford-street, London, England
Craven Arms public-house, at Westminster, London, England
John-court, Marylebone-lane, London, England
Court of King's Bench, London, England
Shoreditch, London, England
No. 5, Blenheim-street, Oxford-road, London, England
Clements'-inn, London, England
Canonbury-square, London, England
St. John-street, London, England
St. John-street, London, England
Wardour-street, London, England
No. 12, Bear-yard, Lincoln's Inn-fields, in the parish of St. Clement Danes, London, England
St. John-street, Smithfield, London, England
St. John-street, Smithfield, London, England
Old Brentford, in the parish of Ealing, London, England
Old Brentford, in the parish of Ealing, London, England
Enfield, London, England
Enfield, London, England
Buckeridge-street, London, England
Buckeridge-street, London, England
Union-court, Westminster, London, England
Union-court, Westminster, London, England
Scotland-yard, London, England
Shoreditch, London, England
Marsham-street, Westminster, London, England
Church-lane, Whitechapel, London, England
Broad-court, Long-acre, London, England
Great Windmill-street, London, England
Little Russel-street, Covent-garden, London, England
Surry-street, Strand, London, England
Hermitage-stairs, London, England
Little George-street, Bedford-row, London, England
West India Docks, at Limehouse, London, England
Liverpool-road, Islington, London, England
Houndsditch, London, England
Houndsditch, London, England
Short-street, Moorfields, London, England
Tothill-street, London, England
Russel-court, Drury-lane, London, England
Uxbridge, London, England
Pimlico, London, England
High Holborn, London, England
Mile-end-road, London, England
Barnsbury-mews, lslington, London, England
Union-place, Chelsea, London, England
Devonshire-street, Mile-end, London, England
Montpelier-square, London, England
Bear-street, London, England
George-street, St. Giles', London, England
Red Lion-street, Clerkenwell, London, England
Sun-yard, London, England
Grosvenor-row, Pimlico, London, England
Whitechapel, London, England
Saffron-hill, London, England
Bow-hill-farm, near Hillingdon, Middlesex, London, England
Cleveland-street, London, England
Saville-row, London, England
Heston, London, England
Union-place, Land of Promise, Hoxton Old-town, London, England
Union-place, Land of Promise, Hoxton Old-town, London, England
King-street, London, England
King-street, London, England
Tabernacle-walk, London, England
Tabernacle-walk, London, England
Golden-lane, London, England
Haberdashers'-place, Hoxton, London, England
Pimlico, London, England
Southampton-row, Camden-town, London, England
Windsor-place, City-road, London, England
St. James-street, London, England
Hayes, Middlesex, London, England
Manchester Arms public-house, Adam-street East, Manchester-square, London, England
toll-house at Fulham-bridge, London, England
Shoreditch, London, England
Tower-hill, London, England
Back-hill, Hatton-garden, London, England
Tower-street, Earl-street, Seven-dials, London, England
Isleworth, London, England
Chester-place, Bethnal-green, London, England
Robert-street, Hampstead-road, London, England
Hoxton-square, London, England
North-street, Lisson-grove, London, England
the Strand, London, England
No. 93, East-street, Manchester-square, London, England
Essex-street, Whitechapel, London, England
Essex-street, Whitechapel, London, England
Leicester-square, London, England
Collingwood-street, London, England
St. Martin's-court, London, England
Old-street, London, England
Old-street, London, England
Johnson-street, Somers'-town, London, England
Pickled Egg public-house, London, England
New Church-street, Edgware-road, London, England
Wellington-street, Camden-town, London, England
Marquis Cornwallis public-house, Marchmont-street, Brunswick-square, London, England
Marquis Cornwallis public-house, Marchmont-street, Brunswick-square, London, England
Enfield-highway, London, England
Enfield-highway, London, England
Enfield-highway, London, England
St. Giles, London, England
St. Giles, London, England
St. Giles, London, England
Kingsbury, London, England
Kingsbury, London, England
Kingsbury, London, England
Court of Chancery, London, England
Court of Chancery, London, England
Court of Chancery, London, England
Phoenix-street, Bethnal-green, London, England
Phoenix-street, Bethnal-green, London, England
Whitecross-street, London, England
Whitecross-street, London, England
Great Wild-street, Lincoln's Inn-fields, London, England
Great Wild-street, Lincoln's Inn-fields, London, England
Charlotte-street, Bloomsbury, London, England
Church-row, London, England
Norfolk-place, Mile-end, Old-town, London, England
Lonesham-farm, London, England
Liverpool-street, Battle-bridge, London, England
Brentford, London, England
Brentford, London, England
Brentford, London, England
Fenchurch-street, London, England
Fenchurch-street, London, England
Skinner-street, London, England
Skinner-street, London, England
Wood-street, Cheapside, London, England
Wood-street, Cheapside, London, England
Bishopsgate-street, London, England
Bishopsgate-street, London, England
Gerards' Hall inn, Basing-lane, London, England
Gerards' Hall inn, Basing-lane, London, England
Boy and Helmet public-house, in East Smithfield, London, England
Boy and Helmet public-house, in East Smithfield, London, England
Cumberland-mews North, London, England
Cumberland-mews North, London, England
St. Luke's parish, London, England
St. Luke's parish, London, England
Edmonton, London, England
Edmonton, London, England
Bowling-street, Clerkenwell, London, England
Bowling-street, Clerkenwell, London, England
Oxford-street, London, England
Oxford-street, London, England
High Holborn, London, England
Whitecross-street, London, England
watch-house, London, England
Somerset-terrace, London, England
Seymour-place, Bryanstone-square, London, England
Seymour-place, Bryanstone-square, London, England
Vine-street, Hatton-garden, London, England
Vine-street, Hatton-garden, London, England
Shoreditch, London, England
Shoreditch, London, England
Shoreditch, London, England
Wardour-street, London, England
Wardour-street, London, England
Wardour-street, London, England
Long-alley, Sun-street, London, England
Long-alley, Sun-street, London, England
Long-alley, Sun-street, London, England
China-walk, Chelsea, London, England
China-walk, Chelsea, London, England
Noble-street, St. Luke's, London, England
Noble-street, St. Luke's, London, England
Smithfield, London, England
Smithfield, London, England
Bath-street, London, England
Bath-street, London, England
Bath-street, London, England
Oxford-buildings, Bloomsbury, London, England
Oxford-buildings, Bloomsbury, London, England
Oxford-buildings, Bloomsbury, London, England
Little Guildford-street, London, England
Windmill-hill, London, England
Bermondsey-street, London, England
Queen-street, Grosvenor-square, London, England
Crawford-street, London, England
Old-street, London, England
Old-street, London, England
Covent-garden Theatre, London, England
Covent-garden Theatre, London, England
Union-street, Mary-le-bone, London, England
Mitre-passage, Hatton-garden, London, England
Kentish-town, London, England
Kentish-town, London, England
Sparrow-corner, London, England
East-street, Marylebone, London, England
East-street, Marylebone, London, England
the Swan, Commercial-road, London, England
Saracen's Head, Friday-street, London, England
Smithfield-market, London, England
Cornhill, London, England
Tottenham-court-road, London, England
New Compton-street, Soho, London, England
Walcot-place, Hackney-road, London, England
King's-road, Chelsea, London, England
Tothill-street, London, England
Paul-street, Finsbury, London, England
No. 4, Phoenix-alley Hart-street, London, England
Devonshire-street, Bishopsgate, London, England
Silver-street, London, England
Princes-street, London, England
High-street, Shadwell, London, England
Old Bailey, London, England
Leadenhall-street, London, England
Great George-street. Westminster, London, England
the William the Fourth, Exeter-street,183106300077Lisson-grove, London, England
Welbeck-street, London, England
Love-lane, Aldermanbury, London, England
Ivy-lane, London, England
South Mimms, London, England
Hart-street, Bloomsbury, London, England
Back-hill, London, England
Leicester-square, London, England
Ealing, London, England
Three Colt-lane, London, England
Queen's Head, in Duke's-court, Bow-street, opposite Covent Garden Theatre, London, England
Carthusian-street, Charterhouse-square, London, England
Carthusian-street, Charterhouse-square, London, England
Phoenixcourt, Long-acre, London, England
Phoenixcourt, Long-acre, London, England
the Strand, London, England
the Admiralty, London, England
the Pitt's Head, Bath-street, Bethnal-green, London, England
Bull inn, Aldgate, London, England
Milton-street, London, England
Newgate-market, London, England
Long-lane, West Smithfield, London, England
Threadneedle-street, London, England
Princes-street, Rosemary-lane, London, England
Lower Queen-street, Islington, London, England
St. Mary, Whitechapel, London, England
College-street, Chelsea, London, England
Knightsbridge, London, England
Hector-row, St. Marylebone, London, England
Aldgate-pump, London, England
Bishopsgate without, London, England
Cartwright-street, Rosemary-lane, London, England
Great Castle-street, Oxford-market, London, England
King-street, Camden-town, London, England
Whitcombe-street, London, England
Bridge-row, Bishopsfields, London, England
Royal Terrace, Adelphi, London, England
Aylesbury-street, Clerkenwell, London, England
St. Giles, London, England
Compasses public-house, in Drury-lane, London, England
Regent-street, London, England
Chiswick, London, England
Ealing-common, London, England
the Black Horse, in the Kingsland-road, London, England
Royal Hospital public-house, Chelsea, London, England
the Three Tuns, in Brook-street, Holborn, London, England
FRANCIS SAREFIELD, London, England
Bishopsgatechurch-yard, London, England
Harp-lane, London, England
Shepherd's-bush, London, England
Upper Seymour-street, London, England
High-street, Newington, London, England
Hatton-garden, London, England
No. 1, Willow-walk, Hoxton, London, England
Drummond-street, London, England
Broad-street, Golden-square, London, England
Ossulton-street, Somers'-town, London, England
Ossulton-street, Somers'-town, London, England
St. Paul's church-yard, London, England
Brighton-street, London, England
Petticoat-lane, London, England
Aldgate church, London, England
Chiswell-street, London, England
Coach and Horses, in St. Martin's-lane, London, England
Oxford-street, London, England
Bunhill-row, London, England
Mansion-house, London, England
Mansion-house, London, England
Ludgate-hill, London, England
Ludgate-hill, London, England
Mount-street, Grosvenor-square, in the parish of St. George, Hanover-square, London, England
Mount-street, Grosvenor-square, in the parish of St. George, Hanover-square, London, England
Rahere-street, London, England
Rahere-street, London, England
turnpike-road Upper Holloway, London, England
turnpike-road Upper Holloway, London, England
Oxford-street, London, England
Chequer-alley, London, England
Red Lion-street, Spitalfields, London, England
Whitechapel market, London, England
New-road, St. George's, London, England
Seven-dials, London, England
Fleet-street, in the parish of St. Bride's, London, England
National School rooms in St. George's in the East, London, England
Whitechapel, London, England
Merlin's Cave, London, England
Grafton-street, London, England
Albany-street, New-road, London, England
Oxford-street, London, England
St. Katharine's dock, London, England
Dorset-street, London, England
Fleet-row, Leather-lane, London, England
William-street, Lisson-grove, London, England
Stonefield-street, Islington, London, England
Stonefield-street, Islington, London, England
St. John's-gate, London, England
St. John's-gate, London, England
Great Portland-street, London, England
Great Portland-street, London, England
Ealing, London, England
Ealing, London, England
St. Martin's-court, London, England
St. Martin's-court, London, England
Hercules in Leadenhall-street, London, England
Hercules in Leadenhall-street, London, England
Cowcross-street, London, England
Cowcross-street, London, England
Portman-square, London, England
Portman-square, London, England
Twickenham, London, England
Twickenham, London, England
Holborn, London, England
Southampton-street, in the parish of St. George, Bloomsbury, London, England
Drury-lane, London, England
Hornsey-lane, London, England
Camden-cottage, Camden-town, London, England
Montague-place, St. Marylebone, London, England
Long-acre, in the parish of St. Martin in the Fields, London, England
Clement's-lane, London, England
High-street, Whitechapel, London, England
George inn, Acton, London, England
George inn, Acton, London, England
Shoreditch, London, England
Shoreditch, London, England
Goswell-road, London, England
Goswell-road, London, England
Piccadilly, London, England
Piccadilly, London, England
St. Luke's, London, England
St. Luke's, London, England
Holborn, London, England
Mitre-street, Aldgate, London, England
St. Mary at Hill, London, England
Blackfriars-bridge, London, England
Blackfriars-bridge, London, England
White Hart-court, Lombard-street, London, England
Fleet-street, London, England
Aldersgate street, London, England
Friday-street, London, England
High-house, at Edmonton, London, England
Wood-street, Old-street-road, London, England
Jolly Butchers, in the Green-lanes, Enfield, London, England
Lisson-street, London, England
Crawford-street, London, England
Bryanstone-square, London, England
Pelham-street, London, England
High-street, Shoreditch, London, England
High-street, Shoreditch, London, England
Fleet-street, London, England
Fleet-street, London, England
Sloane-street, Chelsea, London, England
Bishopsgate-street, London, England
Great Guilford-street, Blackfriars, London, England
Newgate-street, London, England
Hackney-marsh, London, England
Holborn, London, England
Islington, London, England
Chingford, London, England
Park-lane, London, England
George-yard, London, England
Wapping, London, England
Wapping, London, England
Ayre-street-hill, London, England
Woodbridge-street, Clerkenwell, London, England
Epping-forest, London, England
Epping-forest, London, England
Goswell-street, London, England
Goswell-street, London, England
Holborn, London, England
Lady Daker's alms-houses, at Westminster, London, England
Gray's Inn-lane, London, England
Commercial-road, London, England
Commercial-road, London, England
Saffron-hill watch-house, London, England
Saffron-hill watch-house, London, England
Ship public-house, James-street, Covent-garden, London, England
Ship public-house, James-street, Covent-garden, London, England
St. Katherine's Docks, London, England
Grosvenor-Place, London, England
Drury-lane, London, England
Duck-yard, London, England
Charles-street City-road, London, England
Henry-street, Hampstead-road, London, England
St. Paul's Cathedral, London, England
Holborn-hill, London, England
Bull's Head public-house, in Ratcliff-highway, London, England
No. 4, Greyhound-court, London, England
Cranbourne-passage, London, England
No. 21. Finsbury-place, London, England
Whitechapel-road, London, England
Grundy-street, All Saints, Poplar, London, England
St. Martin's in the Fields, London, England
Regent-street, London, England
Little Moorfields, London, England
Princes-street, Lisson-grove, London, England
Walthamstow, London, England
High Holborn, London, England
St. John-street, London, England
Axe Inn, Aldermanbury, London, England
Bishopsgate-street, London, England
Holborn-hill, London, England
King's Head public-house, Orchard-street, London, England
King's Head public-house, Orchard-street, London, England
Warwick-square, Hammersmith, London, England
Windmill-street, in the parish of St. Pancras, London, England
corner of Bath-street, London, England
No. 3, Old Pie-street, London, England
King's-place, Commercial-road, London, England
Crawford-street, London, England
Crawford-street, London, England
Oxford-street, London, England
Oxford-street, London, England
Bevis-marks, London, England
Bevis-marks, London, England
Claremont-place, Rotherhithe, London, England
Claremont-place, Rotherhithe, London, England
Brydges-street, opposite Drury-lane Theatre, London, England
Ponder's-end, London, England
Wormwood-street, London, England
Cripplegate, London, England
Tottenham, London, England
Prince of Wales public-house, Hermitage-street, London, England
Bedford Arms tea-gardens, Camden-town, London, England
Bedford Arms tea-gardens, Camden-town, London, England
Osnaburg-street, Regent's-park, London, England
Osnaburg-street, Regent's-park, London, England
President-street East, City-road, London, England
No. 8, College-street, East, Camden Town, London, England
Bell inn yard, London, England
Holborn-bridge, London, England
London-bridge, London, England
No. 49, Pall-mall, in the parish of St. James, London, England
New-street, Mary-le-bone, London, England
St. Catherine's, London, England
No. 46, Turnmill-street, St. John's, Clerkenwell, London, England
Newport-street, Long-acre, London, England
No. 8, Thornton-place, Regent's-park, London, England
South Mimms, London, England
Chandos-street, in the parish of St. Paul, Covent-garden, London, England
St. Martin's-le-grand, London, England
St. Martin's-le-grand, London, England
St. Paul's Church-yard, London, England
St. Paul's Church-yard, London, England
Mark-lane, London, England
Union-street, Mary-le-bone, London, England
the Pied Horse public-house, in the parish of St. Luke's, Middlesex, London, England
Bridgewater-gardens, London, England
Bridgewater-gardens, London, England
New Tothill-street, Westminster, London, England
New Tothill-street, Westminster, London, England
New Tothill-street, Westminster, London, England
Camden-street, Islington, London, England
Camden-street, Islington, London, England
Bath-place, New-road, London, England
Bath-place, New-road, London, England
canal basin, London, England
Charles-street, Soho-square, London, England
Gray's Inn-lane, London, England
Hemmings-row, London, England
Kensington, London, England
Kensington, London, England
Tothill-street, London, England
White Lion public-house, in Oxford-street, London, England
Penton-street, London, England
St. Giles', London, England
St. Giles', London, England
Norfolk-street, London, England
Norfolk-street, London, England
Marshall-street, Golden-square, London, England
Marshall-street, Golden-square, London, England
St. Giles's, London, England
Mary-le-bone-lane and New-street, Piccadilly, London, England
Fleet-street, just on this side Temple-bar, London, England
Fleet-street, just on this side Temple-bar, London, England
Broad-street, St. Giles', London, England
Broad-street, St. Giles', London, England
Broad-street, St. Giles', London, England
Battle-bridge, London, England
Battle-bridge, London, England
Battle-bridge, London, England
North-quay, London-docks, London, England
North-quay, London-docks, London, England
St. Martin's-court, London, England
Bainbridge-street, London, England
Peter-street, London, England
Mary-le-bone, London, England
Oxford-street, London, England
Aylesbury-street, Clerkenwell, London, England
Whitechapel, London, England
Perry-street, Somers'-town, London, England
White-Hart court, London, England
Red Lion-street, London, England
Cheapside, London, England
Cheapside, London, England
Cheapside, London, England
King-street, entering into Smithfield, London, England
King-street, entering into Smithfield, London, England
King-street, entering into Smithfield, London, England
Frederick-street, Westminster, London, England
Frederick-street, Westminster, London, England
Frederick-street, Westminster, London, England
St. Martin's church, Middlesex, London, England
St. Martin's church, Middlesex, London, England
St. Martin's church, Middlesex, London, England
Beaumont-street, London, England
Beaumont-street, London, England
Beaumont-street, London, England
St. James-street, London, England
St. James-street, London, England
Sidney-place, in the Commercial-road, London, England
Sidney-place, in the Commercial-road, London, England
Cornwall-street, London, England
Back rents, Rosemary-lane, London, England
Back rents, Rosemary-lane, London, England
Thames-street, London, England
Thames-street, London, England
Islington, London, England
Regency-square, Brighton, London, England
Brighton, London, England
St. Martin's-lane, London, England
Newport-street, London, England
Wyndham-place, London, England
Adam's Arms public-house, in Southampton-street, London, England
Orris-street, Edgware-road, London, England
Orris-street, Edgware-road, London, England
Bagnigge-wells-road, London, England
Bagnigge-wells-road, London, England
Manchester-square, London, England
Bell-square, London, England
Bell-square, London, England
High-street, Portland-town, London, England
High-street, Portland-town, London, England
Kensington poor-house, London, England
Buckingham-street, Fitzroy-square, London, England
Old-street, London, England
Coventry-street, London, England
St. Paul's church-yard, London, England
Blackfriars-bridge, London, England
Limehouse, London, England
Smithfield, London, England
Oxford-street, London, England
Shoreditch, London, England
Parkgate, on Constitution-hill, London, England
Highgate, London, England
Baker's-row, Mile-end-road, London, England
Sydney's-alley, London, England
Strand, London, England
Union-street, Old Artillery-ground, London, England
Park-street, Grosvenor-square, London, England
Monmouth-street, London, England
Lower Dorchester-street, Connaught-square, London, England
West-street, Poplar, London, England
Duncan-place, London, England
Queen's-row, Pentonville, London, England
Jermyn-street, St. James', London, England
Waterloo-bridge, London, England
Piccadilly, London, England
Cockpit-yard, London, England
West India-dock, London, England
Old-street-road, London, England
Grosvenor-mews, London, England
Bowl and Castle, Oxford-street, London, England
Orchard-street, Westminster, London, England
Blackamoor's Head, in Beauchamp-street, Leather-lane, which is now called the William the Fourth, London, England
Limehouse, London, England
Thrawl-street, London, England
Warwick-place, Kingsland-road, London, England
Limehouse, London, England
Denmark-street, St. Giles', London, England
Charles-street, Drury-lane, London, England
Mortimer-street, Cavendish-square, London, England
Northumberland-house, London, England
Rupert-street, London, England
City-road, London, England
Fitzroy-row, New-road, London, England
Denmark-street, London, England
Denmark-street, London, England
Holborn-bars, London, England
Holborn-bars, London, England
Bedford-row, London, England
Bedford-row, London, England
the Black Horse, near Tower-Hill, London, England
the Black Horse, near Tower-Hill, London, England
Compton-street, London, England
Charing-cross, London, England
Charing-cross, London, England
Isaacs-buldings, Bluegate-fields, London, England
Isaacs-buldings, Bluegate-fields, London, England
Ealing, London, England
Artillery-court, Chiswell-street, London, England
Brown-street, London, England
Limehouse-cut, London, England
Whitechapel-road, London, England
Three Tons, Edmonton, London, England
French-alley, London, England
Cow Heel-alley, London, England
the Strand, London, England
Duke-street, St. George's in the East, London, England
Nottingham-street, Marylebone, London, England
Great-Earl-street, London, England
Whitechapel church, London, England
Hunter-street, Brunswick-square, London, England
Export-dock, Poplar, London, England
Holywell-lane, Shoreditch, London, England
Delaware Arms, London, England
Church-street, St. Giles', London, England
Harp-lane, London, England
Cityroad, London, England
Wentworth-street, close by Osborne-street, London, England
Twine-court, London, England
Smithfield, London, England
Holborn-hill, London, England
Theobald's-road, London, England
the Strand, London, England
Old Compton-street, London, England
White-hart public-house, Shadwell, London, England
White-hart public-house, Shadwell, London, England
Goodman's-style, London, England
Goodman's-style, London, England
Henry-street, Bedford-square, Commercial-road, London, England
Henry-street, Bedford-square, Commercial-road, London, England
the Red Cow, at Hammersmith, London, England
the Red Cow, at Hammersmith, London, England
Cottage-place, Brompton, London, England
Derby-place, Bayswater, London, England
Bagnigge-wells-road, London, England
King-street, Covent-garden, London, England
Rolling Ball-passage, London, England
Enfield-wash, London, England
Playhouse-yard, London, England
Cheapside, London, England
Poultry, London, England
Enfield-wash, London, England
Dean-street, Soho, in the parish of St. Ann, Westminster, London, England
Dean-street, Soho, in the parish of St. Ann, Westminster, London, England
Enfield, London, England
Enfield, London, England
Garden-row, London, England
Ratcliff-highway, London, England
Fox and Pack public-house, in Gray's Inn-lane, London, England
Trevor-square, Knightsbridge, London, England
Whitechapel-road, London, England
Whitechapel-road, London, England
Russell-court, in the parish of St. Paul, Covent-garden, London, England
Enfield-highway, London, England
Enfield-highway, London, England
Hayes-court, Newport-market, London, England
Hayes-court, Newport-market, London, England
Oxford-street, London, England
Oxford-street, London, England
Robin-hood, public-house, London, England
Robin-hood, public-house, London, England
Little Anchor-street, London, England
Little Anchor-street, London, England
Upper North-place, Gray's Inn-lane, London, England
Newgate-street, London, England
Newgate-street, London, England
Sugar Loaf-court, Dorset-street, Fleet-street, London, England
Sugar Loaf-court, Dorset-street, Fleet-street, London, England
Newgate-street, London, England
Newgate-street, London, England
Holborn, London, England
Holborn, London, England
Mile-end-road, in Beaumont-street, London, England
Sweeting's-passage, Moor-lane, London, England
Fleet-street, London, England
Thames-street, London, England
Minories, London, England
Cable-street, London, England
John-street, Adelphi, London, England
Milton-street, London, England
St. Sepulchre's church, London, England
Gray's Inn-lane, London, England
Ludgate-hill, London, England
Blackfriars-bridge, London, England
St. Paul's church-yard, London, England
Aldermanbury, London, England
St. Mary, Matfelon, alias Whitechapel, London, England
Carburton-street, London, England
St. Paul's church-yard, London, England
St. Paul's church-yard, London, England
Hay-hill, London, England
Hay-hill, London, England
Belvidere-road, London, England
Belvidere-road, London, England
Brentford, London, England
Brentford, London, England
Cowheel-alley, Golden-lane, London, England
Cowheel-alley, Golden-lane, London, England
Bermondsey-street, London, England
Bermondsey-street, London, England
Hayes, London, England
Gold-hill, Shadwell, London, England
Marylebone-street, London, England
Marylebone-street, London, England
Eagle-place, Princes-street, Mile-end, and rent the house; it is in the parish of St. Dunstan, Stepney, London, England
Richard-street, Liverpool-road, Islington, London, England
Holborn, London, England
Little Hermitage-street, London, England
Little Hermitage-street, London, England
Hanwell, London, England
Hanwell, London, England
Long-acre, London, England
Great Ealing, London, England
King-street Cloth-fair, London, England
Kingland, London, England
Royden, London, England
Kingsland-road, London, England
Grove-street, Commercial-road, in the parish of St. George in the East, London, England
Great Russell-street, London, England
Taylor's-buildings, St. Martin's-lane, London, England
Piccadilly, London, England
Brook-street, London, England
Commercial-road, London, England
No. 2, Market-street, Bloomsbury-square, London, England
St. John's-wood, London, England
St. Pancras, London, England
No. 64, Exmouth-street, London, England
Houndsditch, London, England
Oxford-street, London, England
Glasshouse-street, Whitechapel, London, England
Pallmall, London, England
Watling-street, London, England
Cornhill, London, England
Leadenhall-street, London, England
Clothfair, London, England
Newgate-street, London, England
Newgate-street, London, England
Wood-street, Cheapside, London, England
Fenchurch-street, London, England
Holborn-place, in the parish of St. Andrew, Holborn, London, England
Swinton-place, London, England
Mile-end-road, London, England
